会社ID,会社名,地域,都道府県,本社所在地,営業エリア,戸建て取扱,収益不動産取扱,その他取扱物件,問い合わせフォーム,公式URL,問い合わせURL,サービスURL,電話番号,特徴・強み,根拠URL,確認日,確認状態,優先度,備考,事業者区分,公開メールアドレス,公式サイト確信度,公式サイトスコア,物上げ適性スコア,物上げ適性シグナル
RE-MLIT-10-00001324,高前産業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001324号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00000075,鵜川興業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000075号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-08-00001443,マルカン商事有限会社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001443号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00000204,一般財団法人笠間市開発公社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000204号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00002444,上野不動産,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-06,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第002444号; 自動追加日: 2026-08-06,,,,,,
RE-MLIT-08-00000014,下館土地株式会社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000014号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00000167,公益財団法人茨城県開発公社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000167号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00002350,共立開発,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-06,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第002350号; 自動追加日: 2026-08-06,,,,,,
RE-MLIT-08-00002407,冨岡ハウス有限会社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,あり,https://data-link-plus.com/jp/corporation/5050002042304,https://data-link-plus.com/jp/inquiry-form,https://data-link-plus.com/jp/corporation/5050002042304,0296-24-6897,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3 | https://data-link-plus.com/jp/corporation/5050002042304 | https://data-link-plus.com/jp/inquiry-form,2026-08-10,自動確認済み,C,免許行政庁: 茨城県; 免許番号: 第002407号; 自動追加日: 2026-08-06; 公式サイト自動確認日: 2026-08-10,,要確認,高,95,5,問い合わせ導線
RE-MLIT-08-00002400,和宏株式会社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-06,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第002400号; 自動追加日: 2026-08-06,,,,,,
RE-MLIT-08-00001278,大みか不動産株式会社,関東,茨城県,要確認,茨城県,要確認,要確認,マンション・土地・賃貸管理,あり,https://omika.jp/company/,https://ouchi-hitachi.com/,https://omika.jp/company/,0294-53-5878,公式サイトを自動確認。問い合わせ導線あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2 | https://omika.jp/company/ | https://ouchi-hitachi.com/,2026-08-02,自動確認済み,A,免許行政庁: 茨城県; 免許番号: 第001278号; 自動追加日: 2026-07-30; 公式サイト自動確認日: 2026-08-02,,,,,,
RE-MLIT-08-00000036,平和不動産株式会社,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000036号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00001437,斉丸土地,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001437号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00002441,有限会社丸栄ホーム,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,https://estate.sesh.jp/corp/detail/120292,要確認,https://estate.sesh.jp/corp/detail/120292,要確認,公式サイト自動確認（確信度中・75点）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3 | https://estate.sesh.jp/corp/detail/120292,2026-08-10,一部自動確認,C,免許行政庁: 茨城県; 免許番号: 第002441号; 自動追加日: 2026-08-06; 公式サイト自動確認日: 2026-08-10,,要確認,中,75,0,
RE-MLIT-08-00000106,有限会社岩田不動産,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000106号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00002415,有限会社日商,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,あり,https://nissyou-hoken.co.jp/,https://nissyou-hoken.co.jp/contact/,https://nissyou-hoken.co.jp/,0225-93-4293,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3 | https://nissyou-hoken.co.jp/ | https://nissyou-hoken.co.jp/contact/,2026-08-10,自動確認済み,C,免許行政庁: 茨城県; 免許番号: 第002415号; 自動追加日: 2026-08-06; 公式サイト自動確認日: 2026-08-10,,要確認,高,95,5,問い合わせ導線
RE-MLIT-08-00001391,有限会社東栄,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001391号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00000058,有限会社栄進,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000058号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00002423,有限会社秀栄産業,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-06,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第002423号; 自動追加日: 2026-08-06,,,,,,
RE-MLIT-08-00000021,有限会社高橋商事,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-23,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第000021号; 自動追加日: 2026-07-23,,,,,,
RE-MLIT-08-00002375,株式会社マイホーム,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-06,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第002375号; 自動追加日: 2026-08-06,,,,,,
RE-MLIT-08-00001345,株式会社中野商事,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001345号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00001306,株式会社新栄土地,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001306号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00001321,株式会社水戸地産,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001321号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00002403,株式会社茨城サービスエンジニアリング,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,あり,https://www.ibaraki-service.jp/company/,https://www.ibaraki-service.jp/contact_jobseeker/,https://www.ibaraki-service.jp/company/,0294-53-3864,公式サイト自動確認（確信度中・75点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3 | https://www.ibaraki-service.jp/company/ | https://www.ibaraki-service.jp/contact_jobseeker/,2026-08-10,自動確認済み,C,免許行政庁: 茨城県; 免許番号: 第002403号; 自動追加日: 2026-08-06; 公式サイト自動確認日: 2026-08-10,,要確認,中,75,5,問い合わせ導線
RE-MLIT-08-00001262,株式会社赤尾杉,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-30,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第001262号; 自動追加日: 2026-07-30,,,,,,
RE-MLIT-08-00002396,株式会社那珂ハウジング,関東,茨城県,要確認,茨城県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-06,公的登録確認・公式サイト要確認,A,免許行政庁: 茨城県; 免許番号: 第002396号; 自動追加日: 2026-08-06,,,,,,
